comune,comune_codice_istat,nome_file,nome_cod_istat,link_stemma_cod_istat_ods,link_stemma_nomi_ods,link_stemma_araldica
Terranuova Bracciolini,51039,Terranuova-Bracciolini.jpg,051039.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/051039.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Terranuova-Bracciolini.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Terranuova-Bracciolini.jpg?fit=239%2C300&ssl=1
Castelfranco Piandiscò,51040,Castelfranco-Piandisco-0-1.jpg,051040.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/051040.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Castelfranco-Piandisco-0-1.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Castelfranco-Piandisco-0-1.jpg?fit=233%2C300&ssl=1
Pratovecchio Stia,51041,Pratovecchio_Stia-Stemma.png,051041.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/051041.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Pratovecchio_Stia-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Pratovecchio_Stia-Stemma.png?fit=236%2C300&ssl=1
Laterina Pergine Valdarno,51042,Laterina-Pergine-Valdarno.jpg,051042.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/051042.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Laterina-Pergine-Valdarno.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2018/03/Laterina-Pergine-Valdarno.jpg?fit=258%2C300&ssl=1
Abbadia San Salvatore,52001,abbadiasansalvatore.gif,052001.gif,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052001.gif,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/abbadiasansalvatore.gif,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/abbadiasansalvatore.gif?fit=235%2C300&ssl=1
Asciano,52002,Asciano.jpg,052002.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052002.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Asciano.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/05/Asciano.jpg?fit=227%2C300&ssl=1
Buonconvento,52003,buonconvento.jpg,052003.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052003.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/buonconvento.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/buonconvento.jpg?fit=227%2C300&ssl=1
Casole d'Elsa,52004,casoledelsa.jpg,052004.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052004.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/casoledelsa.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/casoledelsa.jpg?fit=244%2C300&ssl=1
Castellina in Chianti,52005,castellinainchianti.jpg,052005.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052005.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/castellinainchianti.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/castellinainchianti.jpg?fit=239%2C300&ssl=1
Castelnuovo Berardenga,52006,castelnuovoberardenga.jpg,052006.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052006.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/castelnuovoberardenga.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/castelnuovoberardenga.jpg?fit=239%2C300&ssl=1
Castiglione d'Orcia,52007,Castiglione-dOrcia.jpg,052007.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052007.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Castiglione-dOrcia.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Castiglione-dOrcia.jpg?fit=239%2C300&ssl=1
Cetona,52008,cetona-1.jpg,052008.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052008.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/cetona-1.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/cetona-1.jpg?fit=235%2C300&ssl=1
Chianciano Terme,52009,Chianciano-Terme.jpg,052009.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052009.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Chianciano-Terme.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Chianciano-Terme.jpg?fit=218%2C300&ssl=1
Chiusdino,52010,chiusdino-1.jpg,052010.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052010.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/chiusdino-1.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/chiusdino-1.jpg?fit=220%2C300&ssl=1
Chiusi,52011,chiusi-1.jpg,052011.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052011.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/chiusi-1.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/chiusi-1.jpg?fit=220%2C300&ssl=1
Colle di Val d'Elsa,52012,colledivaldelsa.jpg,052012.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052012.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/colledivaldelsa.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/colledivaldelsa.jpg?fit=220%2C300&ssl=1
Gaiole in Chianti,52013,Gaiole-in-Chianti.jpg,052013.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052013.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Gaiole-in-Chianti.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Gaiole-in-Chianti.jpg?fit=218%2C300&ssl=1
Montepulciano,52015,Montepulciano.jpg,052015.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052015.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Montepulciano.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Montepulciano.jpg?fit=239%2C300&ssl=1
Monteriggioni,52016,Monteriggioni-Stemma.png,052016.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052016.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Monteriggioni-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Monteriggioni-Stemma.png?fit=232%2C300&ssl=1
Monteroni d'Arbia,52017,Monteroni_dArbia-Stemma.png,052017.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052017.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Monteroni_dArbia-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Monteroni_dArbia-Stemma.png?fit=236%2C300&ssl=1
Monticiano,52018,Monticiano-Stemma.png,052018.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052018.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Monticiano-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Monticiano-Stemma.png?fit=239%2C300&ssl=1
Murlo,52019,Murlo-Stemma.png,052019.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052019.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Murlo-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Murlo-Stemma.png?fit=239%2C300&ssl=1
Piancastagnaio,52020,Piancastagnaio-Stemma.png,052020.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052020.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Piancastagnaio-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Piancastagnaio-Stemma.png?fit=229%2C300&ssl=1
Pienza,52021,Pienza-Stemma.gif,052021.gif,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052021.gif,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Pienza-Stemma.gif,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Pienza-Stemma.gif?fit=162%2C300&ssl=1
Poggibonsi,52022,Poggibonsi-Stemma.png,052022.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052022.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Poggibonsi-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Poggibonsi-Stemma.png?fit=229%2C300&ssl=1
Radda in Chianti,52023,Radda_in_Chianti-Stemma.png,052023.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052023.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Radda_in_Chianti-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Radda_in_Chianti-Stemma.png?fit=236%2C300&ssl=1
Radicofani,52024,Radicofani-Stemma.png,052024.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052024.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Radicofani-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Radicofani-Stemma.png?fit=229%2C300&ssl=1
Radicondoli,52025,Radicondoli-Stemma.png,052025.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052025.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Radicondoli-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Radicondoli-Stemma.png?fit=236%2C300&ssl=1
Rapolano Terme,52026,Rapolano_Terme-Stemma.png,052026.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052026.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Rapolano_Terme-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Rapolano_Terme-Stemma.png?fit=160%2C300&ssl=1
San Casciano dei Bagni,52027,San_Casciano_dei_Bagni-Stemma.png,052027.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052027.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/San_Casciano_dei_Bagni-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/San_Casciano_dei_Bagni-Stemma.png?fit=240%2C300&ssl=1
San Gimignano,52028,San-Gimignano.jpg,052028.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052028.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/San-Gimignano.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/San-Gimignano.jpg?fit=220%2C300&ssl=1
San Quirico d'Orcia,52030,San_Quirico_dorcia_Stemma.jpg,052030.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052030.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/San_Quirico_dorcia_Stemma.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/San_Quirico_dorcia_Stemma.jpg?fit=232%2C300&ssl=1
Sarteano,52031,Sarteano.jpg,052031.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052031.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Sarteano.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Sarteano.jpg?fit=229%2C300&ssl=1
Siena,52032,Siena-Stemma.png,052032.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052032.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Siena-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Siena-Stemma.png?fit=228%2C300&ssl=1
Sinalunga,52033,Sinalunga-Stemma.png,052033.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052033.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Sinalunga-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Sinalunga-Stemma.png?fit=235%2C300&ssl=1
Sovicille,52034,Sovicille.jpg,052034.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052034.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Sovicille.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Sovicille.jpg?fit=240%2C300&ssl=1
Torrita di Siena,52035,Torrita_di_Siena-Stemma.png,052035.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052035.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Torrita_di_Siena-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Torrita_di_Siena-Stemma.png?fit=229%2C300&ssl=1
Trequanda,52036,Trequanda-Stemma.png,052036.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052036.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Trequanda-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Trequanda-Stemma.png?fit=300%2C286&ssl=1
Montalcino,52037,Montalcino-Stemma.jpg,052037.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/052037.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Montalcino-Stemma.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Montalcino-Stemma.jpg?fit=252%2C300&ssl=1
Arcidosso,53001,arcidosso.jpg,053001.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053001.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/arcidosso.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/05/arcidosso.jpg?fit=226%2C300&ssl=1
Campagnatico,53002,campagnatico.jpg,053002.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053002.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/campagnatico.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/05/campagnatico.jpg?fit=239%2C300&ssl=1
Capalbio,53003,capalbio.jpg,053003.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053003.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/capalbio.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/05/capalbio.jpg?fit=229%2C300&ssl=1
Castel del Piano,53004,casteldelpiano.jpg,053004.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053004.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/casteldelpiano.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/05/casteldelpiano.jpg?fit=235%2C300&ssl=1
Castell'Azzara,53005,castellazzara-1.jpg,053005.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053005.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/castellazzara-1.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/castellazzara-1.jpg?fit=157%2C300&ssl=1
Castiglione della Pescaia,53006,castiglionedellapescaia.jpg,053006.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053006.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/castiglionedellapescaia.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/castiglionedellapescaia.jpg?fit=240%2C300&ssl=1
Cinigiano,53007,cinigiano.jpg,053007.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053007.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/cinigiano.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/cinigiano.jpg?fit=236%2C300&ssl=1
Civitella Paganico,53008,civitellapaganico.jpg,053008.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053008.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/civitellapaganico.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/civitellapaganico.jpg?fit=239%2C300&ssl=1
Follonica,53009,follonica-1.jpg,053009.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053009.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/follonica-1.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/follonica-1.jpg?fit=224%2C300&ssl=1
Gavorrano,53010,Gavorrano-Stemma.png,053010.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053010.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Gavorrano-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Gavorrano-Stemma.png?fit=239%2C300&ssl=1
Grosseto,53011,Grosseto-Stemma.png,053011.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053011.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Grosseto-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Grosseto-Stemma.png?fit=148%2C300&ssl=1
Isola del Giglio,53012,Isola_del_Giglio-Stemma.png,053012.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053012.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Isola_del_Giglio-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Isola_del_Giglio-Stemma.png?fit=244%2C300&ssl=1
Magliano in Toscana,53013,Magliano_in_Toscana-Stemma.png,053013.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053013.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Magliano_in_Toscana-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Magliano_in_Toscana-Stemma.png?fit=248%2C300&ssl=1
Manciano,53014,Manciano-Stemma.png,053014.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053014.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Manciano-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Manciano-Stemma.png?fit=227%2C300&ssl=1
Massa Marittima,53015,Massa-Marittima.jpg,053015.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053015.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Massa-Marittima.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Massa-Marittima.jpg?fit=150%2C300&ssl=1
Monte Argentario,53016,Monte_Argentario-Stemma.png,053016.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053016.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Monte_Argentario-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Monte_Argentario-Stemma.png?fit=300%2C293&ssl=1
Montieri,53017,Montieri-Stemma.png,053017.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053017.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Montieri-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Montieri-Stemma.png?fit=229%2C300&ssl=1
Orbetello,53018,Orbetello-Stemma.png,053018.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053018.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Orbetello-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Orbetello-Stemma.png?fit=220%2C300&ssl=1
Pitigliano,53019,Pitigliano-Stemma.png,053019.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053019.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Pitigliano-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Pitigliano-Stemma.png?fit=229%2C300&ssl=1
Roccalbegna,53020,Roccalbegna-Stemma.png,053020.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053020.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Roccalbegna-Stemma.png,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Roccalbegna-Stemma.png?fit=239%2C300&ssl=1
Roccastrada,53021,Roccastrada-Stemma.png,053021.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053021.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Roccastrada-Stemma.png,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Roccastrada-Stemma.png?fit=239%2C300&ssl=1
Santa Fiora,53022,Santa_Fiora-Stemma.png,053022.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053022.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Santa_Fiora-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Santa_Fiora-Stemma.png?fit=227%2C300&ssl=1
Scansano,53023,Scansano-Stemma.png,053023.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053023.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Scansano-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Scansano-Stemma.png?fit=227%2C300&ssl=1
Scarlino,53024,scarlino.jpg,053024.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053024.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/scarlino.jpg,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/05/scarlino.jpg?fit=229%2C300&ssl=1
Seggiano,53025,seggiano.jpg,053025.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053025.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/seggiano.jpg,https://i0.wp.com/www.araldicacivica.it/wp-content/uploads/2016/05/seggiano.jpg?fit=239%2C300&ssl=1
Sorano,53026,sorano.jpg,053026.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053026.jpg,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/sorano.jpg,https://i2.wp.com/www.araldicacivica.it/wp-content/uploads/2016/05/sorano.jpg?fit=229%2C300&ssl=1
Monterotondo Marittimo,53027,Monterotondo_Marittimo-Stemma.png,053027.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_cod_istat/053027.png,https://raw.githubusercontent.com/opendatasicilia/comuni-italiani/main/img/stemmi_nomi_comuni/comuni/Monterotondo_Marittimo-Stemma.png,https://i1.wp.com/www.araldicacivica.it/wp-content/uploads/2016/04/Monterotondo_Marittimo-Stemma.png?fit=227%2C300&ssl=1
