comune_denominazione,comune_codice_istat,latitudine,longitudine
Tropea,102044,38.675379,15.894792
Vallelonga,102045,38.647281,16.294901
Vazzano,102046,38.632881,16.248
Vibo Valentia,102047,38.626656,16.098693
Zaccanopoli,102048,38.664779,15.929793
Zambrone,102049,38.69918,15.990094
Zungri,102050,38.65569,15.983246
Alcamo,081001,37.97665,12.962674
Buseto Palizzolo,081002,38.012506,12.711586
Calatafimi-Segesta,081003,37.913638,12.861893
Campobello di Mazara,081004,37.635838,12.744338
Castellammare del Golfo,081005,38.018846,12.885837
Castelvetrano,081006,37.682851,12.795534
Custonaci,081007,38.078163,12.675229
Erice,081008,38.03823,12.587182
Favignana,081009,37.931402,12.327429
Gibellina,081010,37.807042,12.869539
Marsala,081011,37.797922,12.434209
Mazara del Vallo,081012,37.653729,12.588691
Paceco,081013,37.981297,12.557309
Pantelleria,081014,36.831458,11.94504
Partanna,081015,37.727841,12.88854
Poggioreale,081016,37.762096,13.034318
Salaparuta,081017,37.757942,13.009742
Salemi,081018,37.817371,12.800945
Santa Ninfa,081019,37.771342,12.877639
San Vito Lo Capo,081020,38.172347,12.734932
Trapani,081021,38.017432,12.515992
Valderice,081022,38.038984,12.616979
Vita,081023,37.868575,12.814479
Petrosino,081024,37.71624,12.494547
Misiliscemi,081025,37.925714,12.537552
Alia,082001,37.779948,13.713856
Alimena,082002,37.693476,14.114651
Aliminusa,082003,37.864509,13.78116
Altavilla Milicia,082004,38.042734,13.550893
Altofonte,082005,38.044567,13.298702
Bagheria,082006,38.079351,13.509349
Balestrate,082007,38.051867,13.004266
Baucina,082008,37.925429,13.53771
Belmonte Mezzagno,082009,38.048449,13.390554
Bisacquino,082010,37.705431,13.258761
Bolognetta,082011,37.964742,13.45607
Bompietro,082012,37.746863,14.099838
Borgetto,082013,38.047103,13.142684
Caccamo,082014,37.9318,13.66349
Caltavuturo,082015,37.821066,13.890224
Campofelice di Fitalia,082016,37.826685,13.485936
Campofelice di Roccella,082017,37.992334,13.886183
Campofiorito,082018,37.753636,13.268767
Camporeale,082019,37.897145,13.093842
Capaci,082020,38.170718,13.23917
Carini,082021,38.131172,13.181885
Castelbuono,082022,37.931953,14.088562
Casteldaccia,082023,38.054118,13.530226
Castellana Sicula,082024,37.783179,14.041051
Castronovo di Sicilia,082025,37.678945,13.603455
Cefalà Diana,082026,37.915175,13.463549
Cefalù,082027,38.034957,14.024456
Cerda,082028,37.903579,13.81547
Chiusa Sclafani,082029,37.67722,13.270521
Ciminna,082030,37.896816,13.562345
Cinisi,082031,38.154943,13.109841
Collesano,082032,37.921477,13.937486
Contessa Entellina,082033,37.73098,13.183144
Corleone,082034,37.812078,13.301438
Ficarazzi,082035,38.088458,13.463786
Gangi,082036,37.795627,14.20672
Geraci Siculo,082037,37.859137,14.154416
Giardinello,082038,38.088049,13.157041
Giuliana,082039,37.670591,13.237804
Godrano,082040,37.903344,13.428924
Gratteri,082041,37.967377,13.97393
Isnello,082042,37.943953,14.005761
Isola delle Femmine,082043,38.198295,13.247344
Lascari,082044,38.000053,13.941459
Lercara Friddi,082045,37.746946,13.604854
Marineo,082046,37.952893,13.415024
Mezzojuso,082047,37.864532,13.464195
Misilmeri,082048,38.03522,13.451404
Monreale,082049,38.082632,13.291993
Montelepre,082050,38.088964,13.171343
Montemaggiore Belsito,082051,37.847752,13.762048
Palazzo Adriano,082052,37.681254,13.379266
Palermo,082053,38.111227,13.352443
Partinico,082054,38.043896,13.119821
Petralia Soprana,082055,37.79634,14.108468
Petralia Sottana,082056,37.808225,14.092513
Piana degli Albanesi,082057,37.994836,13.282689
Polizzi Generosa,082058,37.812819,13.999683
Pollina,082059,37.992894,14.145799
Prizzi,082060,37.721453,13.431265
Roccamena,082061,37.836028,13.153858
Roccapalumba,082062,37.805948,13.638455
San Cipirello,082063,37.96296,13.17538
San Giuseppe Jato,082064,37.970486,13.182489
San Mauro Castelverde,082065,37.914628,14.190378
Santa Cristina Gela,082066,37.984932,13.328096
Santa Flavia,082067,38.081331,13.52544
Sciara,082068,37.914892,13.762343
Sclafani Bagni,082069,37.821589,13.85478
Termini Imerese,082070,37.983651,13.695554
Terrasini,082071,38.152822,13.082122
Torretta,082072,38.130061,13.233501
Trabia,082073,37.994386,13.65651
Trappeto,082074,38.067008,13.03655
Ustica,082075,38.710381,13.191874
Valledolmo,082076,37.747448,13.827859
Ventimiglia di Sicilia,082077,37.923341,13.569255
Vicari,082078,37.825092,13.571302
Villabate,082079,38.076528,13.443667
Villafrati,082080,37.908012,13.48635
Scillato,082081,37.856724,13.906854
Blufi,082082,37.751474,14.074827
Alcara li Fusi,083001,38.021318,14.701396
Alì,083002,38.027364,15.417689
Alì Terme,083003,38.005064,15.42269
Antillo,083004,37.977262,15.244786
Barcellona Pozzo di Gotto,083005,38.148306,15.217552
Basicò,083006,38.061393,15.062248
Brolo,083007,38.155362,14.829575
Capizzi,083008,37.848909,14.478473
Capo d'Orlando,083009,38.159573,14.745073
Capri Leone,083010,38.085874,14.730118
Caronia,083011,38.024707,14.440584
Casalvecchio Siculo,083012,37.958162,15.322588
Castel di Lucio,083013,37.886454,14.312168
Castell'Umberto,083014,38.08437,14.807122
Castelmola,083015,37.858348,15.277316
Castroreale,083016,38.099272,15.210686
Cesarò,083017,37.844756,14.713076
Condrò,083018,38.173177,15.326943
Falcone,083019,38.117482,15.079611
Ficarra,083020,38.109061,14.828976
Fiumedinisi,083021,38.026238,15.382083
Floresta,083022,37.987351,14.909714
Fondachelli-Fantina,083023,38.000627,15.182419
Forza d'Agrò,083024,37.91372,15.335449
Francavilla di Sicilia,083025,37.901129,15.136208
Frazzanò,083026,38.072269,14.744953
Furci Siculo,083027,37.961204,15.381735
Furnari,083028,38.104671,15.125223
Gaggi,083029,37.860091,15.221412
Galati Mamertino,083030,38.031559,14.772517
Gallodoro,083031,37.90183,15.293695
Giardini-Naxos,083032,37.835441,15.271845
Gioiosa Marea,083033,38.173269,14.895164
Graniti,083034,37.890173,15.224898
Gualtieri Sicaminò,083035,38.163249,15.316544
Itala,083036,38.051059,15.436903
Leni,083037,38.554469,14.825471
Letojanni,083038,37.880276,15.306866
Librizzi,083039,38.096866,14.95834
Limina,083040,37.940774,15.272668
Lipari,083041,38.468185,14.95472
Longi,083042,38.027271,14.752656
Malfa,083043,38.57597,14.835471
Malvagna,083044,37.918393,15.055383
Mandanici,083045,38.003586,15.317095
Mazzarrà Sant'Andrea,083046,38.088463,15.133583
Merì,083047,38.166817,15.25037
Messina,083048,38.193757,15.554208
Milazzo,083049,38.220805,15.241513
Militello Rosmarino,083050,38.045917,14.676017
Mirto,083051,38.08466,14.751475
Mistretta,083052,37.929885,14.362873
Moio Alcantara,083053,37.89967,15.049043
Monforte San Giorgio,083054,38.156401,15.383256
Mongiuffi Melia,083055,37.905877,15.255718
Montagnareale,083056,38.132354,14.946482
Montalbano Elicona,083057,38.023409,15.013672
Motta Camastra,083058,37.894319,15.170271
Motta d'Affermo,083059,37.981173,14.302061
Naso,083060,38.122118,14.78898
Nizza di Sicilia,083061,37.992622,15.411913
Novara di Sicilia,083062,38.016082,15.13183
Oliveri,083063,38.123481,15.060849
Pace del Mela,083064,38.179625,15.305332
Pagliara,083065,37.985463,15.359689
Patti,083066,38.138901,14.964816
Pettineo,083067,37.966364,14.29191
Piraino,083068,38.161243,14.861943
Raccuja,083069,38.055261,14.909578
Reitano,083070,37.97284,14.34429
Roccafiorita,083071,37.930197,15.268096
Roccalumera,083072,37.976263,15.395189
Roccavaldina,083073,38.181484,15.372556
Roccella Valdemone,083074,37.932983,15.008455
Rodì Milici,083075,38.068965,15.174781
Rometta,083076,38.171115,15.41455
San Filippo del Mela,083077,38.169727,15.272527
San Fratello,083078,38.013442,14.597392
San Marco d'Alunzio,083079,38.073514,14.699355
San Pier Niceto,083080,38.158918,15.351874
San Piero Patti,083081,38.05215,14.967069
San Salvatore di Fitalia,083082,38.071713,14.777616
Santa Domenica Vittoria,083083,37.916744,14.962592
Sant'Agata di Militello,083084,38.068062,14.633334
Sant'Alessio Siculo,083085,37.924494,15.349288
Santa Lucia del Mela,083086,38.143461,15.280676
Santa Marina Salina,083087,38.56117,14.870772
Sant'Angelo di Brolo,083088,38.113879,14.882663
Santa Teresa di Riva,083089,37.946962,15.367689
San Teodoro,083090,37.847208,14.7001
Santo Stefano di Camastra,083091,38.015444,14.349027
Saponara,083092,38.19382,15.434458
Savoca,083093,37.955859,15.339322
Scaletta Zanclea,083094,38.045591,15.462916
Sinagra,083095,38.083051,14.849338
Spadafora,083096,38.223767,15.379286
Taormina,083097,37.851792,15.285652
Torregrotta,083098,38.191637,15.352439
Tortorici,083099,38.030103,14.82419
Tripi,083100,38.048625,15.098804
Tusa,083101,37.983855,14.236065
Ucria,083102,38.045919,14.881112
Valdina,083103,38.193739,15.370704
Venetico,083104,38.219944,15.366707
Villafranca Tirrena,083105,38.240068,15.437387
Terme Vigliatore,083106,38.136764,15.162675
Acquedolci,083107,38.05604,14.581901
Torrenova,083108,38.089846,14.678879
Agrigento,084001,37.312299,13.57465
Alessandria della Rocca,084002,37.570042,13.454609
Aragona,084003,37.403199,13.617948
Bivona,084004,37.617397,13.439769
Burgio,084005,37.599442,13.29015
Calamonaci,084006,37.52614,13.289851
Caltabellotta,084007,37.577341,13.216548
Camastra,084008,37.252294,13.7936
Cammarata,084009,37.633825,13.637745
Campobello di Licata,084010,37.25844,13.918266
Canicattì,084011,37.358942,13.850364
Casteltermini,084012,37.540835,13.643187
Castrofilippo,084013,37.348585,13.750096
Cattolica Eraclea,084014,37.44084,13.392054
Cianciana,084015,37.519696,13.43408
Comitini,084016,37.407941,13.642959
Favara,084017,37.316197,13.662417
Grotte,084018,37.402853,13.70067
Joppolo Giancaxio,084019,37.38704,13.555258
Lampedusa e Linosa,084020,35.511134,12.596291
Licata,084021,37.101636,13.937615
Lucca Sicula,084022,37.579049,13.306568
Menfi,084023,37.606639,12.967843
Montallegro,084024,37.392939,13.350753
Montevago,084025,37.702241,12.985842
Naro,084026,37.29622,13.791567
Palma di Montechiaro,084027,37.191664,13.763714
Porto Empedocle,084028,37.288313,13.52755
Racalmuto,084029,37.40894,13.732402
Raffadali,084030,37.404053,13.532076
Ravanusa,084031,37.267914,13.973255
Realmonte,084032,37.308393,13.461567
Ribera,084033,37.502787,13.266188
Sambuca di Sicilia,084034,37.64774,13.111031
San Biagio Platani,084035,37.509014,13.524282
San Giovanni Gemini,084036,37.629936,13.641375
Santa Elisabetta,084037,37.43246,13.556235
Santa Margherita di Belice,084038,37.691841,13.020143
Sant'Angelo Muxaro,084039,37.479015,13.544316
Santo Stefano Quisquina,084040,37.625027,13.49076
Sciacca,084041,37.506479,13.082332
Siculiana,084042,37.338086,13.421996
Villafranca Sicula,084043,37.588141,13.28925
Acquaviva Platani,085001,37.571999,13.702891
Bompensiere,085002,37.473829,13.780745
Butera,085003,37.190354,14.183489
Caltanissetta,085004,37.489941,14.063162
Campofranco,085005,37.510479,13.711044
Delia,085006,37.356036,13.927289
Gela,085007,37.066436,14.250244
Marianopoli,085008,37.597446,13.915763
Mazzarino,085009,37.305024,14.214078
Milena,085010,37.471521,13.736437
Montedoro,085011,37.453508,13.816238
Mussomeli,085012,37.577845,13.751259
Niscemi,085013,37.14645,14.39418
Resuttano,085014,37.678648,14.029464
Riesi,085015,37.281961,14.082414
San Cataldo,085016,37.491446,13.993516
Santa Caterina Villarmosa,085017,37.591147,14.036265
Serradifalco,085018,37.453843,13.880463
Sommatino,085019,37.334022,13.992959
Sutera,085020,37.525228,13.731316
Vallelunga Pratameno,085021,37.682047,13.83156
Villalba,085022,37.654142,13.843423
Agira,086001,37.656151,14.521575
Aidone,086002,37.415421,14.445276
Assoro,086003,37.627905,14.423886
Barrafranca,086004,37.372843,14.203313
Calascibetta,086005,37.590191,14.271972
Catenanuova,086006,37.567971,14.691819
Centuripe,086007,37.622952,14.739079
Cerami,086008,37.810654,14.507273
Enna,086009,37.566757,14.280747
Gagliano Castelferrato,086010,37.71139,14.536661
Leonforte,086011,37.639212,14.392427
Nicosia,086012,37.747452,14.397271
Nissoria,086013,37.655277,14.449468
Piazza Armerina,086014,37.385946,14.367174
Pietraperzia,086015,37.421564,14.137026
Regalbuto,086016,37.653547,14.639636
Sperlinga,086017,37.765519,14.351626
Troina,086018,37.785354,14.598475
Valguarnera Caropepe,086019,37.49542,14.390791
Villarosa,086020,37.587017,14.173589
Aci Bonaccorsi,087001,37.597687,15.107937
Aci Castello,087002,37.554211,15.14856
Aci Catena,087003,37.60257,15.14196
Acireale,087004,37.612777,15.16588
Aci Sant'Antonio,087005,37.606392,15.126895
Adrano,087006,37.661777,14.833099
Belpasso,087007,37.589187,14.978239
Biancavilla,087008,37.646276,14.861411
Bronte,087009,37.78716,14.833845
Calatabiano,087010,37.822445,15.227636
Caltagirone,087011,37.237201,14.513202
Camporotondo Etneo,087012,37.56759,15.005131
Castel di Iudica,087013,37.494173,14.649715
Castiglione di Sicilia,087014,37.882761,15.122225
Catania,087015,37.502236,15.08738
Fiumefreddo di Sicilia,087016,37.792355,15.206946
Giarre,087017,37.726857,15.187688
Grammichele,087018,37.214682,14.636542
Gravina di Catania,087019,37.560369,15.061763
Licodia Eubea,087020,37.157144,14.706084
Linguaglossa,087021,37.842643,15.142131
Maletto,087022,37.829022,14.865664
Mascali,087023,37.760285,15.197431
Mascalucia,087024,37.573605,15.051727
Militello in Val di Catania,087025,37.274584,14.793878
Milo,087026,37.722445,15.115739
Mineo,087027,37.264875,14.690849
Mirabella Imbaccari,087028,37.323804,14.445939
Misterbianco,087029,37.519172,15.007936
Motta Sant'Anastasia,087030,37.513391,14.967072
Nicolosi,087031,37.614711,15.026349
Palagonia,087032,37.327355,14.745332
Paternò,087033,37.56707,14.905352
Pedara,087034,37.616809,15.060211
Piedimonte Etneo,087035,37.806707,15.178193
Raddusa,087036,37.472556,14.53252
Ramacca,087037,37.388048,14.692681
Randazzo,087038,37.877934,14.946248
Riposto,087039,37.73189,15.204221
San Cono,087040,37.289942,14.364986
San Giovanni la Punta,087041,37.577407,15.094215
San Gregorio di Catania,087042,37.565254,15.111788
San Michele di Ganzaria,087043,37.279563,14.42602
San Pietro Clarenza,087044,37.568853,15.022886
Sant'Agata li Battiati,087045,37.558273,15.080813
Sant'Alfio,087046,37.74158,15.142905
Santa Maria di Licodia,087047,37.61642,14.887493
Santa Venerina,087048,37.688971,15.142661
Scordia,087049,37.296429,14.846239
Trecastagni,087050,37.616116,15.079231
Tremestieri Etneo,087051,37.576488,15.07322
Valverde,087052,37.576954,15.124188
Viagrande,087053,37.610166,15.096759
Vizzini,087054,37.161016,14.748468
Zafferana Etnea,087055,37.693285,15.10646
Mazzarrone,087056,37.083393,14.561674
Maniace,087057,37.862423,14.807835
Ragalna,087058,37.636958,14.947876
Acate,088001,37.02504,14.492981
Chiaramonte Gulfi,088002,37.031342,14.701285
Comiso,088003,36.950734,14.607455
Giarratana,088004,37.048112,14.793797
Ispica,088005,36.785832,14.907637
Modica,088006,36.858921,14.761302
Monterosso Almo,088007,37.088874,14.762708
Pozzallo,088008,36.72633,14.846343
Ragusa,088009,36.921983,14.721345
Santa Croce Camerina,088010,36.827897,14.525538
Scicli,088011,36.79357,14.706964
Vittoria,088012,36.951496,14.530487
Augusta,089001,37.236936,15.219658
Avola,089002,36.909516,15.135001
Buccheri,089003,37.126491,14.85038
Buscemi,089004,37.085471,14.884201
Canicattini Bagni,089005,37.034928,15.062337
Carlentini,089006,37.275881,15.014978
Cassaro,089007,37.106937,14.94761
Ferla,089008,37.118582,14.941138
Floridia,089009,37.086946,15.151894
Francofonte,089010,37.226582,14.881881
Lentini,089011,37.284685,14.998778
Melilli,089012,37.178288,15.126621
Noto,089013,36.890886,15.070645
Pachino,089014,36.715209,15.091477
Palazzolo Acreide,089015,37.061913,14.90391
Rosolini,089016,36.820499,14.952628
Siracusa,089017,37.064614,15.29072
Solarino,089018,37.101214,15.119039
Sortino,089019,37.156854,15.027716
Portopalo di Capo Passero,089020,36.683845,15.13329
Priolo Gargallo,089021,37.15793,15.186028
Aggius,090001,40.929345,9.065222
Alà dei Sardi,090002,40.650066,9.327829
Alghero,090003,40.56002,8.315147
Anela,090004,40.44176,9.057427
Ardara,090005,40.621761,8.810319
Arzachena,090006,41.079898,9.387612
Banari,090007,40.572927,8.697371
Benetutti,090008,40.456461,9.168829
Berchidda,090009,40.784067,9.164524
Bessude,090010,40.553852,8.729952
Bonnanaro,090011,40.533359,8.76442
Bono,090012,40.41683,9.029993
Bonorva,090013,40.418757,8.768121
Bortigiadas,090014,40.891351,9.043058
Borutta,090015,40.522359,8.743519
Bottidda,090016,40.391459,9.008527
Buddusò,090017,40.578064,9.258129
Bultei,090018,40.456211,9.064444
Bulzi,090019,40.847366,8.830016
Burgos,090020,40.389978,8.995335
Calangianus,090021,40.919774,9.194819
Cargeghe,090022,40.669461,8.614515
Castelsardo,090023,40.910466,8.718313
Cheremule,090024,40.506358,8.725319
Chiaramonti,090025,40.749064,8.818618
Codrongianos,090026,40.657261,8.679816
Cossoine,090027,40.43099,8.715016
Esporlatu,090028,40.386607,8.989713
Florinas,090029,40.649561,8.665116
Giave,090030,40.451958,8.752221
Illorai,090031,40.353858,9.001027
Ittireddu,090032,40.543961,8.902322
Ittiri,090033,40.593046,8.568353
Laerru,090034,40.817065,8.835417
La Maddalena,090035,41.212783,9.40666
Luogosanto,090036,41.054656,9.20409
Luras,090037,40.934858,9.175447
Mara,090038,40.409556,8.638819
Martis,090039,40.778664,8.808117
Monteleone Rocca Doria,090040,40.471622,8.560299
Monti,090041,40.805969,9.325527
Mores,090042,40.54836,8.831221
Muros,090043,40.678061,8.617315
Nughedu San Nicolò,090044,40.556508,9.021463
